id,title,body,category,priority,full_text
756,Audio non funziona,Il sistema mostra un errore critico all'avvio Cordiali saluti.,Tecnico,media,audio non funziona il sistema mostra un errore critico all'avvio cordiali saluti
757,Richiesta campioni,"La fattura ricevuta contiene degli errori Sono fermo, non posso procedere.",Commerciale,alta,richiesta campioni la fattura ricevuta contiene degli errori sono fermo non posso procedere
758,Errore di sistema,Il file Excel non si apre correttamente Cordiali saluti.,Tecnico,media,errore di sistema il file excel non si apre correttamente cordiali saluti
759,Backup fallito,"Il backup automatico non viene eseguito Sono fermo, non posso procedere.",Tecnico,alta,backup fallito il backup automatico non viene eseguito sono fermo non posso procedere
760,Variazione orario,"Ho bisogno di modificare le detrazioni fiscali Quando possibile, grazie.",Amministrazione,media,variazione orario ho bisogno di modificare le detrazioni fiscali quando possibile grazie
761,Rinnovo abbonamento,Richiedo la sostituzione dell'articolo difettoso Solo per avere informazioni.,Commerciale,bassa,rinnovo abbonamento richiedo la sostituzione dell'articolo difettoso solo per avere informazioni
762,Licenza scaduta,Non riesco a connettermi alla rete aziendale,Tecnico,media,licenza scaduta non riesco a connettermi alla rete aziendale
763,Upgrade piano,"Vorrei tracciare il mio ordine Emergenza, serve intervento immediato.",Commerciale,alta,upgrade piano vorrei tracciare il mio ordine emergenza serve intervento immediato
764,Rinnovo contratto,Devo aggiornare la richiesta assegni familiari A vostra comodità.,Amministrazione,bassa,rinnovo contratto devo aggiornare la richiesta assegni familiari a vostra comodità
765,Malattia,Devo organizzare una trasferta di lavoro Problema grave che blocca tutto.,Amministrazione,alta,malattia devo organizzare una trasferta di lavoro problema grave che blocca tutto
766,Bluetooth non funziona,L'applicazione si chiude inaspettatamente Ho bisogno di aiuto immediato.,Tecnico,alta,bluetooth non funziona l'applicazione si chiude inaspettatamente ho bisogno di aiuto immediato
767,Reclamo prodotto,La fattura ricevuta contiene degli errori Solo per avere informazioni.,Commerciale,bassa,reclamo prodotto la fattura ricevuta contiene degli errori solo per avere informazioni
768,Rimborso spese,Invio la nota spese del mese A vostra comodità.,Amministrazione,bassa,rimborso spese invio la nota spese del mese a vostra comodità
769,Promozione attiva,"Vorrei tracciare il mio ordine Sono fermo, non posso procedere.",Commerciale,alta,promozione attiva vorrei tracciare il mio ordine sono fermo non posso procedere
770,Lettera referenze,Richiedo una variazione dell'orario di lavoro Grazie in anticipo.,Amministrazione,media,lettera referenze richiedo una variazione dell'orario di lavoro grazie in anticipo
771,Virus rilevato,La stampante non risponde ai comandi di stampa Solo per curiosità.,Tecnico,bassa,virus rilevato la stampante non risponde ai comandi di stampa solo per curiosità
772,Anticipo stipendio,"Richiedo un anticipo sullo stipendio Sono fermo, non posso procedere.",Amministrazione,alta,anticipo stipendio richiedo un anticipo sullo stipendio sono fermo non posso procedere
773,Richiesta campioni,Vorrei ricevere il catalogo prodotti completo Attendo riscontro.,Commerciale,media,richiesta campioni vorrei ricevere il catalogo prodotti completo attendo riscontro
774,Maternità,"Vorrei informazioni sul prestito aziendale Sono fermo, non posso procedere.",Amministrazione,alta,maternità vorrei informazioni sul prestito aziendale sono fermo non posso procedere
775,Tracciamento ordine,Vorrei lasciare un feedback sul servizio ricevuto,Commerciale,media,tracciamento ordine vorrei lasciare un feedback sul servizio ricevuto
776,Computer lento,L'antivirus ha rilevato una minaccia Quando possibile.,Tecnico,bassa,computer lento l'antivirus ha rilevato una minaccia quando possibile
777,Reclamo prodotto,"Richiedo la sostituzione dell'articolo difettoso Urgentissimo, il cliente attende.",Commerciale,alta,reclamo prodotto richiedo la sostituzione dell'articolo difettoso urgentissimo il cliente attende
778,Contratto fornitura,Confermo di aver effettuato il pagamento Attendo riscontro.,Commerciale,media,contratto fornitura confermo di aver effettuato il pagamento attendo riscontro
779,Disdetta servizio,Il mio ordine è in ritardo rispetto alla data prevista È bloccante per il mio lavoro.,Commerciale,alta,disdetta servizio il mio ordine è in ritardo rispetto alla data prevista è bloccante per il mio lavoro
780,Stampante non stampa,Non ricordo la password del mio account Cordiali saluti.,Tecnico,media,stampante non stampa non ricordo la password del mio account cordiali saluti
781,Certificato lavoro,I contributi versati risultano errati Fatemi sapere.,Amministrazione,media,certificato lavoro i contributi versati risultano errati fatemi sapere
782,Webcam non rilevata,Il disco C: è quasi pieno Solo per avere informazioni.,Tecnico,bassa,webcam non rilevata il disco c è quasi pieno solo per avere informazioni
783,Monitor sfarfalla,Il sistema nega l'accesso ai file condivisi Ho bisogno di aiuto immediato.,Tecnico,alta,monitor sfarfalla il sistema nega l'accesso ai file condivisi ho bisogno di aiuto immediato
784,USB non riconosciuta,La chiavetta USB non viene riconosciuta Fatemi sapere.,Tecnico,media,usb non riconosciuta la chiavetta usb non viene riconosciuta fatemi sapere
785,Sostituzione articolo,"Il prodotto ricevuto presenta dei difetti Quando possibile, grazie.",Commerciale,media,sostituzione articolo il prodotto ricevuto presenta dei difetti quando possibile grazie
786,Malattia,Non ho ricevuto la CUD di quest'anno Ho bisogno di aiuto immediato.,Amministrazione,alta,malattia non ho ricevuto la cud di quest'anno ho bisogno di aiuto immediato
787,Listino prezzi,"La fattura ricevuta contiene degli errori Sono fermo, non posso procedere.",Commerciale,alta,listino prezzi la fattura ricevuta contiene degli errori sono fermo non posso procedere
788,Audio non funziona,Non ricordo la password del mio account Attendo riscontro.,Tecnico,media,audio non funziona non ricordo la password del mio account attendo riscontro
789,Reso merce,"Richiedo il listino prezzi aggiornato Quando possibile, grazie.",Commerciale,media,reso merce richiedo il listino prezzi aggiornato quando possibile grazie
790,Modifica anagrafica,Vorrei attivare lo smart working È solo una domanda informativa.,Amministrazione,bassa,modifica anagrafica vorrei attivare lo smart working è solo una domanda informativa
791,Smart working,Gli straordinari del mese scorso non sono stati pagati A vostra comodità.,Amministrazione,bassa,smart working gli straordinari del mese scorso non sono stati pagati a vostra comodità
792,Errore di sistema,"Il sistema nega l'accesso ai file condivisi Sono fermo, non posso procedere.",Tecnico,alta,errore di sistema il sistema nega l'accesso ai file condivisi sono fermo non posso procedere
793,Aggiornamento fallito,Lo schermo rimane nero dopo l'accensione Problema grave che blocca tutto.,Tecnico,alta,aggiornamento fallito lo schermo rimane nero dopo l'accensione problema grave che blocca tutto
794,Sostituzione articolo,Ho bisogno di informazioni su un prodotto specifico Attendo riscontro.,Commerciale,media,sostituzione articolo ho bisogno di informazioni su un prodotto specifico attendo riscontro
795,VPN non funziona,L'antivirus ha rilevato una minaccia Senza fretta.,Tecnico,bassa,vpn non funziona l'antivirus ha rilevato una minaccia senza fretta
796,Listino prezzi,Devo modificare la quantità dell'ordine effettuato Attendo riscontro.,Commerciale,media,listino prezzi devo modificare la quantità dell'ordine effettuato attendo riscontro
797,Promozione attiva,Vorrei ricevere il catalogo prodotti completo Grazie in anticipo.,Commerciale,media,promozione attiva vorrei ricevere il catalogo prodotti completo grazie in anticipo
798,Configurazione email,Ho bisogno di installare un nuovo software Grazie per l'assistenza.,Tecnico,media,configurazione email ho bisogno di installare un nuovo software grazie per l'assistenza
799,Rimborso spese,Ho bisogno di modificare le detrazioni fiscali Grazie per l'assistenza.,Amministrazione,media,rimborso spese ho bisogno di modificare le detrazioni fiscali grazie per l'assistenza
800,Attestato di servizio,Devo comunicare il nuovo IBAN per l'accredito stipendio È solo una domanda informativa.,Amministrazione,bassa,attestato di servizio devo comunicare il nuovo iban per l'accredito stipendio è solo una domanda informativa
801,Contratto fornitura,Sono un nuovo cliente e vorrei registrarmi Grazie in anticipo.,Commerciale,media,contratto fornitura sono un nuovo cliente e vorrei registrarmi grazie in anticipo
802,Nota spese,"Ho bisogno di una lettera di referenze Situazione critica, sistema bloccato.",Amministrazione,alta,nota spese ho bisogno di una lettera di referenze situazione critica sistema bloccato
803,Credito cliente,È possibile ottenere uno sconto per grandi quantità? È solo una domanda informativa.,Commerciale,bassa,credito cliente è possibile ottenere uno sconto per grandi quantità è solo una domanda informativa
804,Schermo nero,L'applicazione si chiude inaspettatamente Cordiali saluti.,Tecnico,media,schermo nero l'applicazione si chiude inaspettatamente cordiali saluti
805,Congedo parentale,Richiedo un cambio di mansione Grazie in anticipo.,Amministrazione,media,congedo parentale richiedo un cambio di mansione grazie in anticipo
806,Aggiornamento fallito,Lo schermo rimane nero dopo l'accensione,Tecnico,media,aggiornamento fallito lo schermo rimane nero dopo l'accensione
807,RAM insufficiente,"L'aggiornamento del sistema operativo è fallito Quando possibile, grazie.",Tecnico,media,ram insufficiente l'aggiornamento del sistema operativo è fallito quando possibile grazie
808,Accesso negato,"La connessione VPN si disconnette continuamente Urgentissimo, il cliente attende.",Tecnico,alta,accesso negato la connessione vpn si disconnette continuamente urgentissimo il cliente attende
809,Garanzia prodotto,Il prodotto ricevuto presenta dei difetti Ho bisogno di aiuto immediato.,Commerciale,alta,garanzia prodotto il prodotto ricevuto presenta dei difetti ho bisogno di aiuto immediato
810,Disdetta servizio,Ho bisogno di informazioni su un prodotto specifico Resto in attesa di risposta.,Commerciale,media,disdetta servizio ho bisogno di informazioni su un prodotto specifico resto in attesa di risposta
811,Contratto fornitura,Ho bisogno di informazioni su un prodotto specifico Senza fretta.,Commerciale,bassa,contratto fornitura ho bisogno di informazioni su un prodotto specifico senza fretta
812,PC si spegne da solo,La licenza del software è scaduta Solo per avere informazioni.,Tecnico,bassa,pc si spegne da solo la licenza del software è scaduta solo per avere informazioni
813,Connessione internet assente,L'antivirus ha rilevato una minaccia Solo per curiosità.,Tecnico,bassa,connessione internet assente l'antivirus ha rilevato una minaccia solo per curiosità
814,Smart working,Devo richiedere il rimborso delle spese di viaggio Problema grave che blocca tutto.,Amministrazione,alta,smart working devo richiedere il rimborso delle spese di viaggio problema grave che blocca tutto
815,Lettera referenze,Richiedo informazioni sul congedo di maternità Quando possibile.,Amministrazione,bassa,lettera referenze richiedo informazioni sul congedo di maternità quando possibile
816,Virus rilevato,Il PC si spegne improvvisamente senza motivo Grazie per l'assistenza.,Tecnico,media,virus rilevato il pc si spegne improvvisamente senza motivo grazie per l'assistenza
817,Assegni familiari,Devo comunicare un periodo di malattia Grazie in anticipo.,Amministrazione,media,assegni familiari devo comunicare un periodo di malattia grazie in anticipo
818,Reclamo prodotto,"Vorrei disdire il servizio attivo Sono fermo, non posso procedere.",Commerciale,alta,reclamo prodotto vorrei disdire il servizio attivo sono fermo non posso procedere
819,File corrotto,Devo configurare la mia casella email Attendo riscontro.,Tecnico,media,file corrotto devo configurare la mia casella email attendo riscontro
820,Variazione orario,Vorrei richiedere le ferie per il mese prossimo Senza fretta.,Amministrazione,bassa,variazione orario vorrei richiedere le ferie per il mese prossimo senza fretta
821,Audio non funziona,Non esce audio dalle casse del computer Fatemi sapere.,Tecnico,media,audio non funziona non esce audio dalle casse del computer fatemi sapere
822,Richiesta ferie,Vorrei richiedere il congedo parentale,Amministrazione,media,richiesta ferie vorrei richiedere il congedo parentale
823,Reclamo prodotto,Vorrei lasciare un feedback sul servizio ricevuto Cordiali saluti.,Commerciale,media,reclamo prodotto vorrei lasciare un feedback sul servizio ricevuto cordiali saluti
824,Schermo nero,Il computer impiega troppo tempo ad avviarsi Solo per curiosità.,Tecnico,bassa,schermo nero il computer impiega troppo tempo ad avviarsi solo per curiosità
825,Email non arrivano,"Il PC si spegne improvvisamente senza motivo Quando possibile, grazie.",Tecnico,media,email non arrivano il pc si spegne improvvisamente senza motivo quando possibile grazie
826,Tastiera bloccata,Il sistema è molto lento per mancanza di RAM Attendo riscontro.,Tecnico,media,tastiera bloccata il sistema è molto lento per mancanza di ram attendo riscontro
827,Reso merce,Vorrei verificare il credito residuo Grazie in anticipo.,Commerciale,media,reso merce vorrei verificare il credito residuo grazie in anticipo
828,Credito cliente,Vorrei lasciare un feedback sul servizio ricevuto Non è prioritario.,Commerciale,bassa,credito cliente vorrei lasciare un feedback sul servizio ricevuto non è prioritario
829,Contratto fornitura,Vorrei ricevere un preventivo per i vostri servizi Solo per avere informazioni.,Commerciale,bassa,contratto fornitura vorrei ricevere un preventivo per i vostri servizi solo per avere informazioni
830,Modifica ordine,Richiedo il listino prezzi aggiornato Resto in attesa di risposta.,Commerciale,media,modifica ordine richiedo il listino prezzi aggiornato resto in attesa di risposta
831,Feedback servizio,"Vorrei lasciare un feedback sul servizio ricevuto Emergenza, serve intervento immediato.",Commerciale,alta,feedback servizio vorrei lasciare un feedback sul servizio ricevuto emergenza serve intervento immediato
832,Computer lento,L'applicazione si chiude inaspettatamente Resto in attesa di risposta.,Tecnico,media,computer lento l'applicazione si chiude inaspettatamente resto in attesa di risposta
833,USB non riconosciuta,"Non riesco a connettermi alla rete aziendale È urgente, non riesco a lavorare.",Tecnico,alta,usb non riconosciuta non riesco a connettermi alla rete aziendale è urgente non riesco a lavorare
834,Congedo parentale,Devo richiedere il rimborso delle spese di viaggio Ho bisogno di aiuto immediato.,Amministrazione,alta,congedo parentale devo richiedere il rimborso delle spese di viaggio ho bisogno di aiuto immediato
835,Garanzia prodotto,Richiedo il listino prezzi aggiornato Solo per curiosità.,Commerciale,bassa,garanzia prodotto richiedo il listino prezzi aggiornato solo per curiosità
836,Maternità,Vorrei richiedere il congedo parentale Ho bisogno di aiuto immediato.,Amministrazione,alta,maternità vorrei richiedere il congedo parentale ho bisogno di aiuto immediato
837,Errore di sistema,Impossibile navigare su internet Quando possibile.,Tecnico,bassa,errore di sistema impossibile navigare su internet quando possibile
838,Disco pieno,Non riesco a collegare dispositivi Bluetooth Attendo riscontro.,Tecnico,media,disco pieno non riesco a collegare dispositivi bluetooth attendo riscontro
839,Garanzia prodotto,Vorrei effettuare il reso della merce acquistata,Commerciale,media,garanzia prodotto vorrei effettuare il reso della merce acquistata
840,Partnership commerciale,Invio sollecito per il pagamento della fattura Attendo riscontro.,Commerciale,media,partnership commerciale invio sollecito per il pagamento della fattura attendo riscontro
841,Software da installare,Alcuni tasti della tastiera non funzionano Solo per curiosità.,Tecnico,bassa,software da installare alcuni tasti della tastiera non funzionano solo per curiosità
842,Password dimenticata,"Il mouse wireless non risponde Non è urgente, quando avete tempo.",Tecnico,bassa,password dimenticata il mouse wireless non risponde non è urgente quando avete tempo
843,Spedizione urgente,Devo rinnovare il mio abbonamento Grazie in anticipo.,Commerciale,media,spedizione urgente devo rinnovare il mio abbonamento grazie in anticipo
844,Maternità,"Vorrei informazioni sul prestito aziendale Situazione critica, sistema bloccato.",Amministrazione,alta,maternità vorrei informazioni sul prestito aziendale situazione critica sistema bloccato
845,Ordine in ritardo,Il mio ordine è in ritardo rispetto alla data prevista Solo per avere informazioni.,Commerciale,bassa,ordine in ritardo il mio ordine è in ritardo rispetto alla data prevista solo per avere informazioni
846,Reclamo prodotto,Invio sollecito per il pagamento della fattura Cordiali saluti.,Commerciale,media,reclamo prodotto invio sollecito per il pagamento della fattura cordiali saluti
847,Promozione attiva,Il prodotto ricevuto presenta dei difetti,Commerciale,media,promozione attiva il prodotto ricevuto presenta dei difetti
848,Accesso negato,Il file Excel non si apre correttamente Non è prioritario.,Tecnico,bassa,accesso negato il file excel non si apre correttamente non è prioritario
849,Straordinari non pagati,Devo comunicare un periodo di malattia Problema grave che blocca tutto.,Amministrazione,alta,straordinari non pagati devo comunicare un periodo di malattia problema grave che blocca tutto
850,Smart working,Richiedo un cambio di mansione A vostra comodità.,Amministrazione,bassa,smart working richiedo un cambio di mansione a vostra comodità
851,Trasferta,Vorrei presentare le dimissioni Problema grave che blocca tutto.,Amministrazione,alta,trasferta vorrei presentare le dimissioni problema grave che blocca tutto
852,Tracciamento ordine,Vorrei ricevere un preventivo per i vostri servizi,Commerciale,media,tracciamento ordine vorrei ricevere un preventivo per i vostri servizi
853,Contratto fornitura,"Siamo interessati a una partnership commerciale Emergenza, serve intervento immediato.",Commerciale,alta,contratto fornitura siamo interessati a una partnership commerciale emergenza serve intervento immediato
854,Software non funziona,"Il monitor presenta sfarfallii continui Sono fermo, non posso procedere.",Tecnico,alta,software non funziona il monitor presenta sfarfallii continui sono fermo non posso procedere
855,Assegni familiari,Devo comunicare un periodo di malattia Grazie per l'assistenza.,Amministrazione,media,assegni familiari devo comunicare un periodo di malattia grazie per l'assistenza
856,Tastiera bloccata,La connessione VPN si disconnette continuamente Quando possibile.,Tecnico,bassa,tastiera bloccata la connessione vpn si disconnette continuamente quando possibile
857,Fattura errata,"Siamo interessati a una partnership commerciale Situazione critica, sistema bloccato.",Commerciale,alta,fattura errata siamo interessati a una partnership commerciale situazione critica sistema bloccato
858,Certificato lavoro,Ho ricevuto il contratto da firmare Problema grave che blocca tutto.,Amministrazione,alta,certificato lavoro ho ricevuto il contratto da firmare problema grave che blocca tutto
859,Sostituzione articolo,"Vorrei verificare il credito residuo Quando possibile, grazie.",Commerciale,media,sostituzione articolo vorrei verificare il credito residuo quando possibile grazie
860,Aggiornamento fallito,Ho bisogno di installare un nuovo software Grazie per l'assistenza.,Tecnico,media,aggiornamento fallito ho bisogno di installare un nuovo software grazie per l'assistenza
861,Offerta speciale,Vorrei disdire il servizio attivo Fatemi sapere.,Commerciale,media,offerta speciale vorrei disdire il servizio attivo fatemi sapere
862,Server non risponde,La chiavetta USB non viene riconosciuta Grazie in anticipo.,Tecnico,media,server non risponde la chiavetta usb non viene riconosciuta grazie in anticipo
863,Upgrade piano,Richiedo la sostituzione dell'articolo difettoso È solo una domanda informativa.,Commerciale,bassa,upgrade piano richiedo la sostituzione dell'articolo difettoso è solo una domanda informativa
864,Trasferta,Il mio contratto è in scadenza Cordiali saluti.,Amministrazione,media,trasferta il mio contratto è in scadenza cordiali saluti
865,Richiesta preventivo,Devo rinnovare il mio abbonamento Non è prioritario.,Commerciale,bassa,richiesta preventivo devo rinnovare il mio abbonamento non è prioritario
866,Feedback servizio,"Vorrei discutere un contratto di fornitura Sono fermo, non posso procedere.",Commerciale,alta,feedback servizio vorrei discutere un contratto di fornitura sono fermo non posso procedere
867,Reclamo prodotto,Devo modificare la quantità dell'ordine effettuato Problema grave che blocca tutto.,Commerciale,alta,reclamo prodotto devo modificare la quantità dell'ordine effettuato problema grave che blocca tutto
868,Richiesta permesso,"Il mio contratto è in scadenza Urgentissimo, il cliente attende.",Amministrazione,alta,richiesta permesso il mio contratto è in scadenza urgentissimo il cliente attende
869,Disponibilità articolo,"Vorrei ricevere il catalogo prodotti completo Situazione critica, sistema bloccato.",Commerciale,alta,disponibilità articolo vorrei ricevere il catalogo prodotti completo situazione critica sistema bloccato
870,Smart working,Devo aggiornare il mio indirizzo di residenza Fatemi sapere.,Amministrazione,media,smart working devo aggiornare il mio indirizzo di residenza fatemi sapere
871,Contratto da firmare,Il mio contratto è in scadenza Ho bisogno di aiuto immediato.,Amministrazione,alta,contratto da firmare il mio contratto è in scadenza ho bisogno di aiuto immediato
872,PC si spegne da solo,Il PC si spegne improvvisamente senza motivo A vostra comodità.,Tecnico,bassa,pc si spegne da solo il pc si spegne improvvisamente senza motivo a vostra comodità
873,Tracciamento ordine,"Il mio ordine è in ritardo rispetto alla data prevista Quando possibile, grazie.",Commerciale,media,tracciamento ordine il mio ordine è in ritardo rispetto alla data prevista quando possibile grazie
874,Connessione internet assente,Il PC si spegne improvvisamente senza motivo Attendo riscontro.,Tecnico,media,connessione internet assente il pc si spegne improvvisamente senza motivo attendo riscontro
875,Upgrade piano,Ci sono offerte speciali in corso? Senza fretta.,Commerciale,bassa,upgrade piano ci sono offerte speciali in corso senza fretta
876,Sconto richiesto,L'articolo che cerco è disponibile in magazzino? È bloccante per il mio lavoro.,Commerciale,alta,sconto richiesto l'articolo che cerco è disponibile in magazzino è bloccante per il mio lavoro
877,Nuovo cliente,Vorrei verificare il credito residuo Cordiali saluti.,Commerciale,media,nuovo cliente vorrei verificare il credito residuo cordiali saluti
878,Nuovo cliente,Devo modificare la quantità dell'ordine effettuato Grazie per l'assistenza.,Commerciale,media,nuovo cliente devo modificare la quantità dell'ordine effettuato grazie per l'assistenza
879,Rinnovo contratto,Vorrei richiedere il congedo parentale Problema grave che blocca tutto.,Amministrazione,alta,rinnovo contratto vorrei richiedere il congedo parentale problema grave che blocca tutto
880,Reso merce,La fattura ricevuta contiene degli errori Cordiali saluti.,Commerciale,media,reso merce la fattura ricevuta contiene degli errori cordiali saluti
881,Bluetooth non funziona,Non riesco a collegare dispositivi Bluetooth Solo per avere informazioni.,Tecnico,bassa,bluetooth non funziona non riesco a collegare dispositivi bluetooth solo per avere informazioni
882,Busta paga errata,"Ho bisogno di un attestato di servizio Sono fermo, non posso procedere.",Amministrazione,alta,busta paga errata ho bisogno di un attestato di servizio sono fermo non posso procedere
883,Busta paga errata,Vorrei informazioni sul prestito aziendale Problema grave che blocca tutto.,Amministrazione,alta,busta paga errata vorrei informazioni sul prestito aziendale problema grave che blocca tutto
884,Upgrade piano,L'articolo che cerco è disponibile in magazzino? Grazie per l'assistenza.,Commerciale,media,upgrade piano l'articolo che cerco è disponibile in magazzino grazie per l'assistenza
885,Monitor sfarfalla,Impossibile navigare su internet Resto in attesa di risposta.,Tecnico,media,monitor sfarfalla impossibile navigare su internet resto in attesa di risposta
886,RAM insufficiente,La chiavetta USB non viene riconosciuta,Tecnico,media,ram insufficiente la chiavetta usb non viene riconosciuta
887,Dimissioni,Vorrei informazioni sulla liquidazione del TFR Solo per curiosità.,Amministrazione,bassa,dimissioni vorrei informazioni sulla liquidazione del tfr solo per curiosità
888,Errore di sistema,Non esce audio dalle casse del computer È solo una domanda informativa.,Tecnico,bassa,errore di sistema non esce audio dalle casse del computer è solo una domanda informativa
889,Tracciamento ordine,Sono un nuovo cliente e vorrei registrarmi Grazie in anticipo.,Commerciale,media,tracciamento ordine sono un nuovo cliente e vorrei registrarmi grazie in anticipo
890,Monitor sfarfalla,Il sistema nega l'accesso ai file condivisi Grazie per l'assistenza.,Tecnico,media,monitor sfarfalla il sistema nega l'accesso ai file condivisi grazie per l'assistenza
891,Rinnovo contratto,"Ho notato un errore nell'importo della busta paga È urgente, non riesco a lavorare.",Amministrazione,alta,rinnovo contratto ho notato un errore nell'importo della busta paga è urgente non riesco a lavorare
892,Password dimenticata,Il disco C: è quasi pieno Senza fretta.,Tecnico,bassa,password dimenticata il disco c è quasi pieno senza fretta
893,Software non funziona,"Non riesco a collegare dispositivi Bluetooth È urgente, non riesco a lavorare.",Tecnico,alta,software non funziona non riesco a collegare dispositivi bluetooth è urgente non riesco a lavorare
894,Lettera referenze,Vorrei presentare le dimissioni Grazie in anticipo.,Amministrazione,media,lettera referenze vorrei presentare le dimissioni grazie in anticipo
895,Trasferta,Ho notato un errore nell'importo della busta paga Ho bisogno di aiuto immediato.,Amministrazione,alta,trasferta ho notato un errore nell'importo della busta paga ho bisogno di aiuto immediato
896,Busta paga errata,Invio la nota spese del mese Fatemi sapere.,Amministrazione,media,busta paga errata invio la nota spese del mese fatemi sapere
897,Disco pieno,Il backup automatico non viene eseguito,Tecnico,media,disco pieno il backup automatico non viene eseguito
898,Assegni familiari,Richiedo informazioni sul congedo di maternità Problema grave che blocca tutto.,Amministrazione,alta,assegni familiari richiedo informazioni sul congedo di maternità problema grave che blocca tutto
899,Catalogo prodotti,Vorrei lasciare un feedback sul servizio ricevuto Attendo riscontro.,Commerciale,media,catalogo prodotti vorrei lasciare un feedback sul servizio ricevuto attendo riscontro
900,Connessione internet assente,"Il monitor presenta sfarfallii continui Quando possibile, grazie.",Tecnico,media,connessione internet assente il monitor presenta sfarfallii continui quando possibile grazie
901,Cambio IBAN,Richiedo un cambio di mansione Grazie in anticipo.,Amministrazione,media,cambio iban richiedo un cambio di mansione grazie in anticipo
902,Email non arrivano,Il monitor presenta sfarfallii continui Grazie in anticipo.,Tecnico,media,email non arrivano il monitor presenta sfarfallii continui grazie in anticipo
903,Server non risponde,"Il disco C: è quasi pieno Emergenza, serve intervento immediato.",Tecnico,alta,server non risponde il disco c è quasi pieno emergenza serve intervento immediato
904,Dimissioni,I contributi versati risultano errati Fatemi sapere.,Amministrazione,media,dimissioni i contributi versati risultano errati fatemi sapere
905,Detrazioni fiscali,Devo comunicare un periodo di malattia Fatemi sapere.,Amministrazione,media,detrazioni fiscali devo comunicare un periodo di malattia fatemi sapere
906,PC si spegne da solo,Alcuni tasti della tastiera non funzionano Problema grave che blocca tutto.,Tecnico,alta,pc si spegne da solo alcuni tasti della tastiera non funzionano problema grave che blocca tutto
907,Disponibilità articolo,Vorrei tracciare il mio ordine Grazie in anticipo.,Commerciale,media,disponibilità articolo vorrei tracciare il mio ordine grazie in anticipo
908,Straordinari non pagati,"Non ho ricevuto la CUD di quest'anno È urgente, non riesco a lavorare.",Amministrazione,alta,straordinari non pagati non ho ricevuto la cud di quest'anno è urgente non riesco a lavorare
909,Audio non funziona,Il PC si spegne improvvisamente senza motivo,Tecnico,media,audio non funziona il pc si spegne improvvisamente senza motivo
910,Fattura errata,Vorrei ricevere il catalogo prodotti completo,Commerciale,media,fattura errata vorrei ricevere il catalogo prodotti completo
911,Richiesta permesso,Ho ricevuto il contratto da firmare È bloccante per il mio lavoro.,Amministrazione,alta,richiesta permesso ho ricevuto il contratto da firmare è bloccante per il mio lavoro
912,Tracciamento ordine,Richiedo il listino prezzi aggiornato Solo per curiosità.,Commerciale,bassa,tracciamento ordine richiedo il listino prezzi aggiornato solo per curiosità
913,Modifica anagrafica,I contributi versati risultano errati,Amministrazione,media,modifica anagrafica i contributi versati risultano errati
914,Computer lento,Il disco C: è quasi pieno Senza fretta.,Tecnico,bassa,computer lento il disco c è quasi pieno senza fretta
915,Sostituzione articolo,Devo rinnovare il mio abbonamento Quando possibile.,Commerciale,bassa,sostituzione articolo devo rinnovare il mio abbonamento quando possibile
916,Richiesta ferie,"Gli straordinari del mese scorso non sono stati pagati Sono fermo, non posso procedere.",Amministrazione,alta,richiesta ferie gli straordinari del mese scorso non sono stati pagati sono fermo non posso procedere
917,Maternità,Richiedo informazioni sul congedo di maternità Grazie per l'assistenza.,Amministrazione,media,maternità richiedo informazioni sul congedo di maternità grazie per l'assistenza
918,Offerta speciale,È possibile ricevere dei campioni gratuiti? È bloccante per il mio lavoro.,Commerciale,alta,offerta speciale è possibile ricevere dei campioni gratuiti è bloccante per il mio lavoro
919,Errore contributi,Richiedo un anticipo sullo stipendio Solo per avere informazioni.,Amministrazione,bassa,errore contributi richiedo un anticipo sullo stipendio solo per avere informazioni
920,Driver mancante,Il PC si spegne improvvisamente senza motivo Solo per curiosità.,Tecnico,bassa,driver mancante il pc si spegne improvvisamente senza motivo solo per curiosità
921,Trasferta,"Richiedo una variazione dell'orario di lavoro Urgentissimo, il cliente attende.",Amministrazione,alta,trasferta richiedo una variazione dell'orario di lavoro urgentissimo il cliente attende
922,Ordine in ritardo,La fattura ricevuta contiene degli errori È solo una domanda informativa.,Commerciale,bassa,ordine in ritardo la fattura ricevuta contiene degli errori è solo una domanda informativa
923,Configurazione email,Non riesco a connettermi alla rete aziendale Solo per avere informazioni.,Tecnico,bassa,configurazione email non riesco a connettermi alla rete aziendale solo per avere informazioni
924,Credito cliente,Vorrei verificare il credito residuo Quando possibile.,Commerciale,bassa,credito cliente vorrei verificare il credito residuo quando possibile
925,Virus rilevato,"L'aggiornamento del sistema operativo è fallito Situazione critica, sistema bloccato.",Tecnico,alta,virus rilevato l'aggiornamento del sistema operativo è fallito situazione critica sistema bloccato
926,Software da installare,Il monitor presenta sfarfallii continui Problema grave che blocca tutto.,Tecnico,alta,software da installare il monitor presenta sfarfallii continui problema grave che blocca tutto
927,VPN non funziona,Lo schermo rimane nero dopo l'accensione Fatemi sapere.,Tecnico,media,vpn non funziona lo schermo rimane nero dopo l'accensione fatemi sapere
928,Offerta speciale,Vorrei verificare il credito residuo Ho bisogno di aiuto immediato.,Commerciale,alta,offerta speciale vorrei verificare il credito residuo ho bisogno di aiuto immediato
