id,title,body,category,priority,full_text
534,preventivo,prodotto e' garanzia? dvo risolvere oggi,Commerciale,alta,preventivo prodotto e' garanzia dvo risolvere oggi
535,Fwd:,Ehi ho perso tutti i documenti thx non è urgente,Tecnico,bassa,fwd ehi ho perso tutti i documenti thx non è urgente
536,contratto,richiesta maternità comunque sia vi chiedo di intervenire il prima possibile se potete,Amministrazione,media,contratto richiesta maternità comunque sia vi chiedo di intervenire il prima possibile se potete
537,spedizione,"Ciao, la fattura è sbagliata grz",Commerciale,bassa,spedizione ciao la fattura è sbagliata grz
538,assistenza,Basta! informazioni prestito aziendale Pretendo una risposta OGGI! é URGENTE,Amministrazione,alta,assistenza basta informazioni prestito aziendale pretendo una risposta oggi é urgente
539,cedolino,vorrei chiedere ferie niente di grave,Amministrazione,bassa,cedolino vorrei chiedere ferie niente di grave
540,password,gestionale fatture si blocca sempre quando apro fatture il cliente aspetta,Tecnico,alta,password gestionale fatture si blocca sempre quando apro fatture il cliente aspetta
541,fattura,"Vi scrivo per dov'è il mio ordine In attesa di Vs. risposta, cordialmente. il cliente aspetta",Commerciale,alta,fattura vi scrivo per dov'è il mio ordine in attesa di vs risposta cordialmente il cliente aspetta
542,bloccato,il monitor non si cm dire accende boh quando potete,Tecnico,bassa,bloccato il monitor non si cm dire accende boh quando potete
543,urgente,non riesco ad accedere al computer ok? dobbiamo consegnare,Tecnico,alta,urgente non riesco ad accedere al computer ok dobbiamo consegnare
544,Re: Re:,documenti per la banca perché come sapete è già da un po' che ho questo problema e non so più cosa fare,Amministrazione,alta,re re documenti per la banca perché come sapete è già da un po' che ho questo problema e non so più cosa fare
545,cliente,mio ordine è ritardo,Commerciale,media,cliente mio ordine è ritardo
546,richiesta,"ciao, il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie grz",Tecnico,media,richiesta ciao il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie grz
547,richiesta,nota spese da approvare e volevo anche dire che ho già provato di tutto ma non funziona niente devo risolvere oggi,Amministrazione,alta,richiesta nota spese da approvare e volevo anche dire che ho già provato di tutto ma non funziona niente devo risolvere oggi
548,schermo nero,internet non funziona e aggiungo che un mio collega ha lo stesso identico problema,Tecnico,media,schermo nero internet non funziona e aggiungo che un mio collega ha lo stesso identico problema
549,errore,il mio ordine é in ritardo,Commerciale,media,errore il mio ordine é in ritardo
550,richiesta,"Basta! la mail per le note spese jon parte, come faccio È la terza volta ch lo segnalo!! grz",Amministrazione,media,richiesta basta la mail per le note spese jon parte come faccio è la terza volta ch lo segnalo grz
551,permesso,Con la presente lettera di referenze Grazie per la collaborazione.,Amministrazione,media,permesso con la presente lettera di referenze grazie per la collaborazione
552,mail,"Ciao, sono in smart working ma il vpn non va e devo fare le note spese e un ordine grazie! aspetto risposta",Tecnico,media,mail ciao sono in smart working ma il vpn non va e devo fare le note spese e un ordine grazie aspetto risposta
553,rotto,i contributi sono sbagliati perché come sapete e già da un po' ke ho questo problema e non so più cosa fare,Amministrazione,alta,rotto i contributi sono sbagliati perché come sapete e già da un po' ke ho questo problema e non so più cosa fare
554,preventivo,spedizione urgnte e aggiungo che un mio collega ha lo stesso identico probelma,Commerciale,media,preventivo spedizione urgnte e aggiungo che un mio collega ha lo stesso identico probelma
555,segnalazione,avete il catalogo boh tutto bloccato,Commerciale,alta,segnalazione avete il catalogo boh tutto bloccato
556,problema,il prodotto è praticamente difettoso mah,Commerciale,media,problema il prodotto è praticamente difettoso mah
557,MAIL,Basta! il backup non parte Pretendo una risposta OGGI!???,Tecnico,bassa,mail basta il backup non parte pretendo una risposta oggi
558,vi prego,Buongiorno sono in smart working ma il vpn non va e devo fare le note spese e un ordine il capo chiede,Tecnico,alta,vi prego buongiorno sono in smart working ma il vpn non va e devo fare le note spese e un ordine il capo chiede
559,mail,Salve il wifi non prende grz,Tecnico,bassa,mail salve il wifi non prende grz
560,smart working,RICHIESTA MATERNITÀ NN RICORDO BENE,Amministrazione,bassa,smart working richiesta maternità nn ricordo bene
561,hr,devo fare trasferta aspetto risposta niente di che ma il sistema è completamente bloccato,Amministrazione,media,hr devo fare trasferta aspetto risposta niente di che ma il sistema è completamente bloccato
562,disponibilità,il mio ordine è in ritardo e aggiungo ch un mio collega ha lo stesso identico problema,Commerciale,media,disponibilità il mio ordine è in ritardo e aggiungo ch un mio collega ha lo stesso identico problema
563,pagamento,salve assistenza post vendita grazie!,Commerciale,media,pagamento salve assistenza post vendita grazie
564,problema,anticipo stipendio,Amministrazione,media,problema anticipo stipendio
565,rimborso,voglio dare le dimissioni grazie!,Amministrazione,media,rimborso voglio dare le dimissioni grazie
566,errore sistema,Non e' accettabile ch il pc e lentissimo Pretendo una risposta OGGI! DEVO PARTIRE,Tecnico,alta,errore sistema non e' accettabile ch il pc e lentissimo pretendo una risposta oggi devo partire
567,reso,informazioni sui prodotti,Commerciale,media,reso informazioni sui prodotti
568,pc rotto,pc è lentissimo,Tecnico,bassa,pc rotto pc è lentissimo
569,assistenza,Salve la mail nn parte grz,Tecnico,media,assistenza salve la mail nn parte grz
570,730,il cedolino  cioè  ha un errore (o forse era un'altra cosa?) non so se si può,Amministrazione,bassa,730 il cedolino cioè ha un errore o forse era un'altra cosa non so se si può
571,(nessun oggetto),informazzioni sui prodotti curiosità,Commerciale,bassa,nessun oggetto informazzioni sui prodotti curiosità
572,richiesta,"Spett.le ufficio, non riesco ad accedere al portale per vedere la busta paga In attesa di Vs. risposta, cordialmente.",Tecnico,alta,richiesta spett le ufficio non riesco ad accedere al portale per vedere la busta paga in attesa di vs risposta cordialmente
573,documento,"Gentilissimi, voglio cambiare orario Resto in attesa di un cortese riscontro. magari un giorno",Amministrazione,bassa,documento gentilissimi voglio cambiare orario resto in attesa di un cortese riscontro magari un giorno
574,rotto,"non riesco fare l'ordine online, sito errore è un'emergenza",Commerciale,alta,rotto non riesco fare l'ordine online sito errore è un'emergenza
575,spedizione,assistenza post vendita e aggiungo che un mio collega ha lo stesso identico problema quando potete,Commerciale,media,spedizione assistenza post vendita e aggiungo che un mio collega ha lo stesso identico problema quando potete
576,SMART WORKING,informazioni sul tfr inoltre vi faccio presente che questa situazione va avanti da settimane devo partire,Amministrazione,alta,smart working informazioni sul tfr inoltre vi faccio presente che questa situazione va avanti da settimane devo partire
577,help,pc è lentissimo già che ci siete,Tecnico,bassa,help pc è lentissimo già che ci siete
578,prodotto,"Gentilissimi, non riesco a fare l'ordine online, il sito da errore In attesa di Vs. risposta, cordialmente.",Commerciale,media,prodotto gentilissimi non riesco a fare l'ordine online il sito da errore in attesa di vs risposta cordialmente
579,segnalazione,non riesco fare l'ordine online sito errore graz!!!,Commerciale,media,segnalazione non riesco fare l'ordine online sito errore graz
580,ufficio personale,"Desidero segnalare che anticipo stipendio Ringraziando anticipatamente, porgo cordiali saluti. ah dimenticavo questa cosa urgente... quando potete rispondete",Amministrazione,media,ufficio personale desidero segnalare che anticipo stipendio ringraziando anticipatamente porgo cordiali saluti ah dimenticavo questa cosa urgente quando potete rispondete
581,catalogo,Ehi sollecito pagamento ok? presentazione tra poco???,Commerciale,alta,catalogo ehi sollecito pagamento ok presentazione tra poco
582,documento,devo firmare il contratto perché come sapete è già da un po' che ho questo problema e non so più cosa fare,Amministrazione,media,documento devo firmare il contratto perché come sapete è già da un po' che ho questo problema e non so più cosa fare
583,ordine,il prodotto é difettoso inoltre vi faccio presente che questa situazione va avanti da settimane bloccato cmopletamente,Commerciale,alta,ordine il prodotto é difettoso inoltre vi faccio presente che questa situazione va avanti da settimane bloccato cmopletamente
584,disponibilità,"Spet.le ufficio, sollecito pagamento Ringraziando anticipatamente, porgo cordiali saluti. presentazione tra poco",Commerciale,alta,disponibilità spet le ufficio sollecito pagamento ringraziando anticipatamente porgo cordiali saluti presentazione tra poco
585,non va,schermo sfarfalla,Tecnico,media,non va schermo sfarfalla
586,domanda,devo rinnovare l'abbonamento graz,Commerciale,media,domanda devo rinnovare l'abbonamento graz
587,permesso,"Con la presente lettera di referenze Ringraziando anticipatamente, porgo cordiali saluti. il capo chiede",Amministrazione,alta,permesso con la presente lettera di referenze ringraziando anticipatamente porgo cordiali saluti il capo chiede
588,internet,nn riesco ad accedere al conputer non è urgnte,Tecnico,bassa,internet nn riesco ad accedere al conputer non è urgnte
589,domanda,ancora?? cambio mansione nn é posibile andare avanti così,Amministrazione,media,domanda ancora cambio mansione nn é posibile andare avanti così
590,rete,il programma si blocca sempre e volevo anche dire che ho già provato di tutto ma non funziona niente,Tecnico,media,rete il programma si blocca sempre e volevo anche dire che ho già provato di tutto ma non funziona niente
591,bloccato,"ciao, il computer si spegne da solo deadline domani",Tecnico,alta,bloccato ciao il computer si spegne da solo deadline domani
592,lento,outlook non come dire si apre ...non ricordo bene!!!,Tecnico,media,lento outlook non come dire si apre non ricordo bene
593,preventivo,"con la presente devo fare un reso in attesa di vs. risposta, cordialmente. curiosità!!",Commerciale,bassa,preventivo con la presente devo fare un reso in attesa di vs risposta cordialmente curiosità
594,cliente,feedback sul servizio,Commerciale,bassa,cliente feedback sul servizio
595,straordinari,nota spese approvare,Amministrazione,media,straordinari nota spese approvare
596,spedizione,spedizione urgente non è urgente,Commerciale,bassa,spedizione spedizione urgente non è urgente
597,reclamo,Per l'ennesima volta: devo modificare l'ordine Voglio parlare con un responsabile!,Commerciale,bassa,reclamo per l'ennesima volta devo modificare l'ordine voglio parlare con un responsabile
598,domanda,salve teams non funziona grz,Tecnico,media,domanda salve teams non funziona grz
599,rotto,salve excel si chiude da solo grazie!,Tecnico,bassa,rotto salve excel si chiude da solo grazie
600,ferie,"Gentilissimi, anticipo stipendio Grazie x la collaborazione. sono fermo",Amministrazione,alta,ferie gentilissimi anticipo stipendio grazie x la collaborazione sono fermo
601,da risolvere,Desidero segnalare che anticipo stipendio Distinti saluti. curiosità,Amministrazione,bassa,da risolvere desidero segnalare che anticipo stipendio distinti saluti curiosità
602,virus?,NON È ACCETTABILE CHE IL GESTIONALE FATTURE SI BLOCCA SEMPRE QUANDO APRO LE FATTURE INACCETTABILE!!! NON RIESCO A FARE NIENTE,Tecnico,alta,virus non è accettabile che il gestionale fatture si blocca sempre quando apro le fatture inaccettabile non riesco a fare niente
603,reclamo,devo fare un reso ciao,Commerciale,media,reclamo devo fare un reso ciao
604,stampa,tastiera rotta e volevo anche dire che ho già provato di tutto ma non funziona niente deadline domani,Tecnico,alta,stampa tastiera rotta e volevo anche dire che ho già provato di tutto ma non funziona niente deadline domani
605,contratto,vorrei chiedere ferie,Amministrazione,media,contratto vorrei chiedere ferie
606,richiesta,devo fare più o meno il rimborso spese o qualcosa del genere,Amministrazione,media,richiesta devo fare più o meno il rimborso spese o qualcosa del genere
607,rotto,"gentilissimi, devo cambiare l'iban resto in attesa di un cortese riscontro.",Amministrazione,bassa,rotto gentilissimi devo cambiare l'iban resto in attesa di un cortese riscontro
608,computer,"Buongiorno, non vedo le cartelle condivise Grazie per la collaborazione.",Tecnico,bassa,computer buongiorno non vedo le cartelle condivise grazie per la collaborazione
609,DISPONIBILITÀ,Ma è possibile che upgrade del piano Inaccettabile!!! URGENTE,Commerciale,alta,disponibilità ma è possibile che upgrade del piano inaccettabile urgente
610,virus?,schermo nero quando accendo perché come sapete è già da un po' che ho questo problema e non so più cosa fare bloccato completamente,Tecnico,alta,virus schermo nero quando accendo perché come sapete è già da un po' che ho questo problema e non so più cosa fare bloccato completamente
611,spedizione,"n riesco fare l'ordine online, sito errore è un'emergenza?!",Commerciale,alta,spedizione n riesco fare l'ordine online sito errore è un'emergenza
612,straordinari,devo scaricare la cud ma il sito non funziona comunque sia vi chiedo di intervenire il prima possibile se potete,Amministrazione,bassa,straordinari devo scaricare la cud ma il sito non funziona comunque sia vi chiedo di intervenire il prima possibile se potete
613,reso,ho pagato ma non risulta e volevo anche dire che ho già provato di tutto ma non funziona niente,Commerciale,bassa,reso ho pagato ma non risulta e volevo anche dire che ho già provato di tutto ma non funziona niente
614,lento,"Spett.le ufficio, non ho più spazio sul disco Distinti saluti.",Tecnico,media,lento spett le ufficio non ho più spazio sul disco distinti saluti
615,virus?,Salve word non salva i file grz serve subito,Tecnico,alta,virus salve word non salva i file grz serve subito
616,re: re:,salve contratto di fornitura ciao è urgenete,Commerciale,alta,re re salve contratto di fornitura ciao è urgenete
617,lento,Ehi non riesco ad accedere al compiuter thx già che ci siete,Tecnico,bassa,lento ehi non riesco ad accedere al compiuter thx già che ci siete
618,info,devo fare nel senso un reso boh quando potete???,Commerciale,media,info devo fare nel senso un reso boh quando potete
619,pagamento,devo fare un ordine ma ho bisogno dell'approvazione del budget grz una cosina veloce: non riesco più ad accedere a nulla,Commerciale,media,pagamento devo fare un ordine ma ho bisogno dell'approvazione del budget grz una cosina veloce non riesco più ad accedere a nulla
620,ticket,Ma è possibile che devo scaricare la cud ma il sito non funziona È la terza volta che lo segnalo!! sono fermo,Amministrazione,alta,ticket ma è possibile che devo scaricare la cud ma il sito non funziona è la terza volta che lo segnalo sono fermo
621,COMPUTER,"ciao, ho perso tutti i documenti",Tecnico,bassa,computer ciao ho perso tutti i documenti
622,documento,la fattura del fornitore non quadra con le mie note spese e volevo anche dire che ho già provato di tutto ma non funzina niente,Amministrazione,media,documento la fattura del fornitore non quadra con le mie note spese e volevo anche dire che ho già provato di tutto ma non funzina niente
623,prodotto,voglio disdire e volevo anche dire che ho già provato di tutto ma non funziona niente,Commerciale,media,prodotto voglio disdire e volevo anche dire che ho già provato di tutto ma non funziona niente
624,fattura,"Ciao, il prodotto è in garanzia? grazie! urgentissimo",Commerciale,alta,fattura ciao il prodotto è in garanzia grazie urgentissimo
625,straordinari,"Salve la mail per le note spese non parte, come faccio ciao",Amministrazione,media,straordinari salve la mail per le note spese non parte come faccio ciao
626,IMPORTANTE,Basta! la stampante non stampa Pretendo una risposta OGGI!,Tecnico,bassa,importante basta la stampante non stampa pretendo una risposta oggi
627,offerta,Per l'ennesima volta: devo fare un ordine ma ho bisogno dell'approvazione del budget Non è possibile andare avanti così!,Commerciale,media,offerta per l'ennesima volta devo fare un ordine ma ho bisogno dell'approvazione del budget non è possibile andare avanti così
628,lento,la password  cioè  non funziona più (o forse era un'altra cosa?) aspetto risposta,Tecnico,media,lento la password cioè non funziona più o forse era un'altra cosa aspetto risposta
629,vi prego,NON È ACCETTABILE CHE DEVO FARE UN ORDINE MA HO BISOGNO DELL'APPROVAZIONE DEL BUDGET PRETENDO UNA RISPOSTA OGGI! GRAZIE,Commerciale,media,vi prego non è accettabile che devo fare un ordine ma ho bisogno dell'approvazione del budget pretendo una risposta oggi grazie
630,preventivo,BASTA! LA FATTURA È SBAGLIATA NON È POSSIBILE ANDARE AVANTI COSÌ!,Commerciale,media,preventivo basta la fattura è sbagliata non è possibile andare avanti così
631,mail,Ehi la password nn funziona più grz,Tecnico,alta,mail ehi la password nn funziona più grz
632,guasto,devo fare una trasferta e aggiungo che un mio collega ha lo stesso identico problema se avete tempo,Amministrazione,bassa,guasto devo fare una trasferta e aggiungo che un mio collega ha lo stesso identico problema se avete tempo
633,PAGAMENTO,sono nuovo cliente,Commerciale,media,pagamento sono nuovo cliente
634,ufficio personale,"sistema delle ferie non mi fa inserire richiesta, errore quando potete",Amministrazione,bassa,ufficio personale sistema delle ferie non mi fa inserire richiesta errore quando potete
635,PRODOTTO,n è accettabile ch il mio ordine e' in ritardo È la terza volta ch lo segnalo!!???,Commerciale,media,prodotto n è accettabile ch il mio ordine e' in ritardo è la terza volta ch lo segnalo
636,ordine,"Desidero segnalare che assistenza post vendita Ringraziando anticipatamente, porgo cordiali saluti. riunione importatne",Commerciale,alta,ordine desidero segnalare che assistenza post vendita ringraziando anticipatamente porgo cordiali saluti riunione importatne
637,computer,Ehi il pc è lentissimo grazie!,Tecnico,media,computer ehi il pc è lentissimo grazie
638,richiesta,ho bisogno permesso,Amministrazione,bassa,richiesta ho bisogno permesso
639,assistenza,lo schermo sfarfalla e aggiungo che un mio collega ha lo stesso identico problema deadline domani,Tecnico,alta,assistenza lo schermo sfarfalla e aggiungo che un mio collega ha lo stesso identico problema deadline domani
640,straordinari,"Con la presente il sistema delle ferie non mi fa inserire la richiesta, da errore Ringraziando anticipatamente, porgo cordiali saluti.???",Amministrazione,bassa,straordinari con la presente il sistema delle ferie non mi fa inserire la richiesta da errore ringraziando anticipatamente porgo cordiali saluti
641,offerta,vi scrivo per feedback sul servizio resto in attesa di un cortese riscontro. quando potete,Commerciale,media,offerta vi scrivo per feedback sul servizio resto in attesa di un cortese riscontro quando potete
642,MAIL,PER L'ENNESIMA VOLTA: NON MI FA ENTRARE NEL SISTEMA È LA TERZA VOLTA CHE LO SEGNALO!! QUANDO POTETE,Tecnico,bassa,mail per l'ennesima volta non mi fa entrare nel sistema è la terza volta che lo segnalo quando potete
643,problema,ho perso tutti i documenti thx non c'è fretta,Tecnico,bassa,problema ho perso tutti i documenti thx non c'è fretta
644,problema pc,"Spett.le ufficio, il gestionale fatture si blocca sempre quando apro le fatture Distinti saluti. già che ci siete",Tecnico,bassa,problema pc spett le ufficio il gestionale fatture si blocca sempre quando apro le fatture distinti saluti già che ci siete
645,help,DEVO FARE  NON SO SE MI SPIEGO  UN RESO (O FORSE ERA UN'ALTRA COSA?) SE AVETE TEMPO,Commerciale,bassa,help devo fare non so se mi spiego un reso o forse era un'altra cosa se avete tempo
646,busta paga,Con la presente la fattura del fornitore non quadra con le mie note spese Resto in attesa di un cortese riscontro.,Amministrazione,media,busta paga con la presente la fattura del fornitore non quadra con le mie note spese resto in attesa di un cortese riscontro
647,straordinari,Basta! richiesta smart working Non è possibile andare avanti così! grazie,Amministrazione,media,straordinari basta richiesta smart working non è possibile andare avanti così grazie
648,sconto,Desidero segnalare ke feedback sul servizio grz x la collaborazione???,Commerciale,media,sconto desidero segnalare ke feedback sul servizio grz x la collaborazione
649,info,"non riesco a fare l'ordine online, il sito da errore",Commerciale,media,info non riesco a fare l'ordine online il sito da errore
650,Fwd:,la mail per le note spese non diciamo che parte come faccio mah serve subito,Amministrazione,alta,fwd la mail per le note spese non diciamo che parte come faccio mah serve subito
651,da risolvere,mi serve certificato lavoro,Amministrazione,bassa,da risolvere mi serve certificato lavoro
652,(nessun oggetto),devo fare un reso e aggiungo che un mio collega ha lo stesso identico problema,Commerciale,media,nessun oggetto devo fare un reso e aggiungo che un mio collega ha lo stesso identico problema
653,help,devo scaricare la cud ma il sito non funziona comunque sia vi chiedo di intervenire il prima possibile se potete,Amministrazione,media,help devo scaricare la cud ma il sito non funziona comunque sia vi chiedo di intervenire il prima possibile se potete
654,problema,verifica credito con calma,Commerciale,bassa,problema verifica credito con calma
655,730,"ciao, detrazioni fiscali ok?",Amministrazione,media,730 ciao detrazioni fiscali ok
656,sconto,sostituzione articolo e volevo anche dire che ho già provato di tutto ma non funziona niente bloccato completamente,Commerciale,alta,sconto sostituzione articolo e volevo anche dire che ho già provato di tutto ma non funziona niente bloccato completamente
657,da risolvere,Ehi non mi fa entrare nel sistema,Tecnico,alta,da risolvere ehi non mi fa entrare nel sistema
658,richiesta,Ancora?? devo firmare il contratto Non é possibile andare avanti così!,Amministrazione,bassa,richiesta ancora devo firmare il contratto non é possibile andare avanti così
659,problema pc,"non mi arrivano mail dei clienti, controllate quando potete",Tecnico,media,problema pc non mi arrivano mail dei clienti controllate quando potete
660,ticket,"Gentilissimi, avete il catalogo Resto in attesa di un cortese riscontro. quando potete",Commerciale,media,ticket gentilissimi avete il catalogo resto in attesa di un cortese riscontro quando potete
661,hr,informazioni prestito aziendale,Amministrazione,bassa,hr informazioni prestito aziendale
662,OFFERTA,feedback sul servizio e volevo anche dire che ho già provato di tutto ma non funziona niente presentazione tra poco,Commerciale,alta,offerta feedback sul servizio e volevo anche dire che ho già provato di tutto ma non funziona niente presentazione tra poco
663,richiesta,buongiorno richiesta maternità ciao urgenete,Amministrazione,alta,richiesta buongiorno richiesta maternità ciao urgenete
664,smart working,"Gentilissimi, la fattura del fornitore non quadra con le mie note spese Distinti saluti.",Amministrazione,media,smart working gentilissimi la fattura del fornitore non quadra con le mie note spese distinti saluti
665,bloccato,la mail  insomma  non parte ...non ricordo bene se avete tempo,Tecnico,bassa,bloccato la mail insomma non parte non ricordo bene se avete tempo
666,schermo nero,la password non funziona più comunque sia vi chiedo di intervenire il prima possibile se potete,Tecnico,bassa,schermo nero la password non funziona più comunque sia vi chiedo di intervenire il prima possibile se potete
667,password,il backup n parte ciao,Tecnico,media,password il backup n parte ciao
668,cedolino,detrazioni fiscali (o forse era un'altra cosa?) urgentissimo,Amministrazione,alta,cedolino detrazioni fiscali o forse era un'altra cosa urgentissimo
669,vpn,Salve excel si chiude da solo grazie! era solo un'idea,Tecnico,bassa,vpn salve excel si chiude da solo grazie era solo un'idea
670,errore,il wifi più o meno n prene o qualcosa del genere!!!,Tecnico,bassa,errore il wifi più o meno n prene o qualcosa del genere
671,prodotto,devo fare un ordine ma ho bisogno dell'approvazione del budget perché come sapete è già da un po' che ho questo problema e non so più cosa fare grazie,Commerciale,media,prodotto devo fare un ordine ma ho bisogno dell'approvazione del budget perché come sapete è già da un po' che ho questo problema e non so più cosa fare grazie
672,rotto,schermo sfarfalla,Tecnico,media,rotto schermo sfarfalla
673,guasto,pc e' lentissimo,Tecnico,media,guasto pc e' lentissimo
674,problema pc,salve il gestionale fatture si blocca sempre quando apro le fatture grazie! una cosina veloce: non riesco più ad accedere a nulla,Tecnico,media,problema pc salve il gestionale fatture si blocca sempre quando apro le fatture grazie una cosina veloce non riesco più ad accedere a nulla
675,guasto,"Spett.le ufficio, il backup non parte In attesa di Vs. risposta, cordialmente.",Tecnico,media,guasto spett le ufficio il backup non parte in attesa di vs risposta cordialmente
676,cliente,devo fare un ordine ma ho bisogno dell'approvazione del budget ciao curiosità,Commerciale,bassa,cliente devo fare un ordine ma ho bisogno dell'approvazione del budget ciao curiosità
677,richiesta,il computer si spegne da solo e aggiungo che un mio collega ha lo stesso identico problema non so se si può,Tecnico,bassa,richiesta il computer si spegne da solo e aggiungo che un mio collega ha lo stesso identico problema non so se si può
678,730,Ma è possibilie che la fattura del fornitore non quadra con le mie note spese é la terza volta ch lo segnalo,Amministrazione,media,730 ma è possibilie che la fattura del fornitore non quadra con le mie note spese é la terza volta ch lo segnalo
679,guasto,il pc non si accende deadline domani,Tecnico,alta,guasto il pc non si accende deadline domani
680,fwd:,devo rinnovare l'abbonamento ciao,Commerciale,media,fwd devo rinnovare l'abbonamento ciao
681,rimborso,"Ciao, richiesta smart working thx",Amministrazione,media,rimborso ciao richiesta smart working thx
682,internet,vpn non si connette,Tecnico,media,internet vpn non si connette
683,sconto,"Buongiorno, il mio ordine è in ritardo Grazie per la collaborazione. curiosità",Commerciale,bassa,sconto buongiorno il mio ordine è in ritardo grazie per la collaborazione curiosità
684,errore sistema,Basta! la stampante non stampa Voglio parlare con un responsabile! È UN'EMERGENZA,Tecnico,alta,errore sistema basta la stampante non stampa voglio parlare con un responsabile è un'emergenza
685,supporto,"ciao, word non salva i file grz curiosità",Tecnico,bassa,supporto ciao word non salva i file grz curiosità
686,disponibilità,posso avere uno  diciamo che  sconto ...non ricordo bene,Commerciale,bassa,disponibilità posso avere uno diciamo che sconto non ricordo bene
687,VIRUS?,Ancora?? sono in smart working ma il vpn non va e devo fare le note spese e un ordine È la terza volta che lo segnalo,Tecnico,bassa,virus ancora sono in smart working ma il vpn non va e devo fare le note spese e un ordine è la terza volta che lo segnalo
688,ordine,informazioni sui prodotti comunque sia vi chiedo di intervenire il prima possibile se potete urgentissimo,Commerciale,alta,ordine informazioni sui prodotti comunque sia vi chiedo di intervenire il prima possibile se potete urgentissimo
689,reclamo,"Con la presente la fattura è sbagliata In attesa di Vs. risposta, cordialmente.",Commerciale,media,reclamo con la presente la fattura è sbagliata in attesa di vs risposta cordialmente
690,(nessun oggetto),"Buongiorno, excel si chiude da solo Distinti saluti. quando potete",Tecnico,media,nessun oggetto buongiorno excel si chiude da solo distinti saluti quando potete
691,straordinari,Desidero segnalare che i contributi sono sbagliati Ringraziando anticipatamente porgo cordiali saluti. quando potete,Amministrazione,bassa,straordinari desidero segnalare che i contributi sono sbagliati ringraziando anticipatamente porgo cordiali saluti quando potete
692,catalogo,"nn riesco a fare l'ordine online, il sito da errore inoltre vi faccio presente che questa situazione va avanti da settimane sn fermo",Commerciale,alta,catalogo nn riesco a fare l'ordine online il sito da errore inoltre vi faccio presente che questa situazione va avanti da settimane sn fermo
693,info,voglio dare le dimissioni ok?,Amministrazione,bassa,info voglio dare le dimissioni ok
694,catalogo,Buongiorno sostituzione articolo ok? già che ci siete,Commerciale,bassa,catalogo buongiorno sostituzione articolo ok già che ci siete
695,ERRORE SISTEMA,ANCORA?? IL PROGRAMMA SI BLOCCA SEMPRE INACCETTABILE!!! GRAZIE,Tecnico,media,errore sistema ancora il programma si blocca sempre inaccettabile grazie
696,documento,assegni familiari ok? bloccato completamente,Amministrazione,alta,documento assegni familiari ok bloccato completamente
697,problema,informazioni sul tfr mah n posso lavorare,Amministrazione,alta,problema informazioni sul tfr mah n posso lavorare
698,segnalazione,devo rinnovare l'abbonamento ...non ricordo bene,Commerciale,alta,segnalazione devo rinnovare l'abbonamento non ricordo bene
699,HELP,ANCORA?? SONO UN NUOVO CLIENTE PRETENDO UNA RISPOSTA OGGI! È URGENTE,Commerciale,alta,help ancora sono un nuovo cliente pretendo una risposta oggi è urgente
700,bloccato,word non salva file,Tecnico,media,bloccato word non salva file
701,730,devo scaricare la cud ma il sito non funziona ok? già che ci siete,Amministrazione,bassa,730 devo scaricare la cud ma il sito non funziona ok già che ci siete
702,smart working,i contributi nel senso sono sbagliati (o forse era un'altra cosa?) bloccato completamente,Amministrazione,alta,smart working i contributi nel senso sono sbagliati o forse era un'altra cosa bloccato completamente
703,stampa,vpn non si connette e aggiungo chee un mio collega ha lo stesso identico problema,Tecnico,bassa,stampa vpn non si connette e aggiungo chee un mio collega ha lo stesso identico problema
704,bloccato,ho perso tutti documenti devo risolvere oggi!!,Tecnico,alta,bloccato ho perso tutti documenti devo risolvere oggi
705,richiesta,NON È ACCETTABILE CHE IL PC FA RUMORI STRANI VOGLIO PARLARE CON UN RESPONSABILE!,Tecnico,media,richiesta non è accettabile che il pc fa rumori strani voglio parlare con un responsabile
706,Re: Re:,il backup praticamente non parte mah devo partire,Tecnico,alta,re re il backup praticamente non parte mah devo partire
707,URGENTE,"vi scrivo per non riesco a stampare ringraziando anticipatamente, porgo cordiali saluti.",Tecnico,bassa,urgente vi scrivo per non riesco a stampare ringraziando anticipatamente porgo cordiali saluti
708,lento,teams non funzionaa grazie,Tecnico,alta,lento teams non funzionaa grazie
709,virus?,"Spett.le ufficio, ho perso tutti i documenti Grazie per la collaborazione. non so se si può",Tecnico,bassa,virus spett le ufficio ho perso tutti i documenti grazie per la collaborazione non so se si può
710,problema pc,lo schermi sfarfalla n ricordo bene,Tecnico,media,problema pc lo schermi sfarfalla n ricordo bene
711,cedolino,nota spese da  insomma  approvare o qualcosa del genere,Amministrazione,bassa,cedolino nota spese da insomma approvare o qualcosa del genere
712,VPN,la webcam non n so se mi spiego funziona mah serve subito,Tecnico,alta,vpn la webcam non n so se mi spiego funziona mah serve subito
713,bloccato,il pc fa  più o meno  rumori strani boh,Tecnico,media,bloccato il pc fa più o meno rumori strani boh
714,sconto,Vi scrivo per feedback sul servizio Distinti saluti.,Commerciale,media,sconto vi scrivo per feedback sul servizio distinti saluti
715,disponibilità,promozioni attive inoltre vi faccio presente che questa situazione va avanti da settimane,Commerciale,bassa,disponibilità promozioni attive inoltre vi faccio presente che questa situazione va avanti da settimane
