id,title,body,category,priority
880,computer,"Gentilissimi, il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie Ringraziando anticipatamente, porgo cordiali saluti. fatemi sapere niente di che ma il sistema è completamente bloccato",Tecnico,media
881,virus?,pc fa rumori strani curiosità,Tecnico,bassa
882,richiesta,informazioni sul tfr mah quando potete,Amministrazione,media
883,domanda,ANCORA?? LA WEBCAM NON FUNZIONA NON È POSSIBILE ANDARE AVANTI COSÌ!,Tecnico,media
884,ordine,VERIFICA CREDITO E AGGIUNGO CHE UN MIO COLLEGA HA LO STESSO IDENTICO PROBLEMA,Commerciale,media
885,da risolvere,Ehi devo fare il rimborso spese grazie!,Amministrazione,media
886,smart working,"Spett.le ufficio, voglio cambiare orario Resto in attesa di un cortese riscontro.",Amministrazione,media
887,SPEDIZIONE,NON È ACCETTABILE CHE AVETE IL CATALOGO PRETENDO UNA RISPOSTA OGGI!,Commerciale,media
888,errore,devo fare un ordine ma ho bisogno dell'approvazione del budget inoltre vi faccio presente ke questa situazione va avanti da settimane n so se si può,Commerciale,bassa
889,non va,PER L'ENNESIMA VOLTA: INTERNET NN FUNZIONA PRETENDO UNA RISPOSTA OGGI,Tecnico,media
890,errore sistema,il mouse non risponde e aggiungo ch un mio collega ha lo stesso identico problema,Tecnico,bassa
891,reso,"spett.le ufficio, devo modificare l'ordine grazie per la collaborazione.",Commerciale,media
892,rotto,busta paga è sbagliata non riesco a fare niente,Amministrazione,alta
893,password,il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie inoltre vi faccio presente che questa situazione va avanti da settimane quando potete ah dimenticavo questa cosa urgente... quando potete rispondete,Tecnico,media
894,internet,"ciao, il mouse non risponde grz non so se si può",Tecnico,bassa
895,rimborso,LA FATTURA DEL FORNITORE NON QUADRA  CIOÈ  CON LE MIE NOTE SPESE O QUALCOSA DEL GENERE,Amministrazione,media
896,malattia,richiesta smart working tutto bloccato,Amministrazione,alta
897,internet,Basta! tastiera rotta Inaccettabile!!! grazie,Tecnico,media
898,guasto,la stampante  non so se mi spiego  non stampa ...non ricordo bene niente di grave,Tecnico,bassa
899,preventivo,devo fare ordine ma ho bisogno dell'approvazione del budget,Commerciale,media
900,VPN,NON È ACCETTABILE CHE IL PC NON SI ACCENDE NON È POSSIBILE ANDARE AVANTI COSÌ!?!,Tecnico,bassa
901,PERMESSO,Basta! assegni familiari Pretendo una risposta OGGI! URGENTISSIMO!!!,Amministrazione,alta
902,730,buongiorno il contratto scade grz,Amministrazione,bassa
903,segnalazione,teams non funziona (o forse era un'altra cosa?),Tecnico,media
904,internet,non riesco ad accedere al portale per vedere la  come dire  busta paga (o forse era un'altra cosa?) URGENTE,Tecnico,alta
905,guasto,"non riesco a fare l'ordine online, il sito da errore e volevo anche dire che ho già provato di tutto ma non funziona niente fatemi sapere",Commerciale,media
906,cedolino,"ANCORA?? IL SISTEMA DELLE FERIE NON MI FA INSERIRE LA RICHIESTA, DA ERRORE PRETENDO UNA RISPOSTA OGGI!",Amministrazione,media
907,assistenza,il mio ordine è in ritardo e aggiungo ke un mio colelga ha lo stesso identico problema,Commerciale,bassa
908,hr,straordinari non sono stati pagati devo risolvere oggi!!,Amministrazione,alta
909,PAGAMENTO,"Spett.le ufficio, devo fare un reso Ringraziando anticipatamente, porgo cordiali saluti. quando potete",Commerciale,bassa
910,contratto,ANCORA?? VORREI CHIEDERE LE FERIE È LA TERZA VOLTA CHE LO SEGNALO!!,Amministrazione,media
911,segnalazione,"non mi arrivano le mail dei  come dire  clienti, controllate ...non ricordo bene devo partire",Tecnico,alta
912,non funziona,Buongiorno verifica credito ok? grazie,Commerciale,media
913,spedizione,Per l'ennesima volta: devo fare un reso Non è possibile andare avanti così!,Commerciale,media
914,aiuto,promozioni attive,Commerciale,media
915,da risolvere,"spett.le ufficio, ho perso tutti i documenti grazie per la collaborazione. è un'emergenza",Tecnico,alta
916,(nessun oggetto),l'audio non si sente,Tecnico,alta
917,rimborso,devo firmare contratto niente di che ma il sistema è completamente bloccato,Amministrazione,media
918,busta paga,Ciao assegni familiari thx era solo un'idea,Amministrazione,bassa
919,disponibilità,DEVO FARE UN ORDINE MA HO BISOGNO DELL'APPROVAZIONE DEL BUDGET E VOLEVO ANCHE DIRE CHE HO GIÀ PROVATO DI TUTTO MA NON FUNZIONA NIENTE GRAZIE,Commerciale,media
920,malattia,voglio cambiare orario e aggiungo che un mio collega ha lo stesso identico problema,Amministrazione,media
921,permesso,Salve mi serve la cud,Amministrazione,bassa
922,supporto,ho bisogno permesso stiamo perdendo tempo,Amministrazione,alta
923,730,buongiorno gli straordinari non sono stati pagati,Amministrazione,media
924,richiesta,proposta di collaborazione (o forse era un'altra cosa?) non so se si può,Commerciale,bassa
925,cliente,avete il catalogo inoltre vi faccio presente che questa situazione va avanti da settimane,Commerciale,media
926,reclamo,"spett.le ufficio, l'articolo è disponibile grazie per la collaborazione. urgentissimo",Commerciale,alta
927,vpn,"Desidero segnalare ch l'audio non si sente Ringraziando anticipatamente, porgo cordiali saluti.",Tecnico,bassa
928,ticket,"Ciao, gli straordinari non sono stati pagati deadline domani",Amministrazione,alta
929,preventivo,Ehi verifica credito thx riunione importante,Commerciale,alta
930,busta paga,"gentilissimi, devo scaricare la cud ma il sito non funziona in attesa di vs. risposta, cordialmente. serve subitto!!",Amministrazione,alta
931,CONTRATTO,NN E' QCCETTABILE CHE DEVO FARR IL RIMBORSO SPESE NON É POSSIBILE ANDARE AVANTI COSÌ!,Amministrazione,media
932,reclamo,assistenza post vendita,Commerciale,alta
933,hr,aiuto con il insomma 730 ...non ricordo bene grazie,Amministrazione,media
934,cedolino,"ciao, devo fare una trasferta grz non c'è fretta",Amministrazione,bassa
935,guasto,"la mail per le note spese non parte, come faccio comunque sia vi chiedo di intervenire il prima possibile se potete quando potete",Amministrazione,media
936,ferie,devo scaricare la cud ma il sito non funziona e aggiungo che un mio collega ha lo stesso identico problema magari un giorno,Amministrazione,bassa
937,leggere,Salve devo fare una trasferta aspetto risposta,Amministrazione,media
938,importante,contributi sono sbagliati,Amministrazione,media
939,assistenza,Non è accettabile ch devo fare un reso Voglio parlare con un responsabile!?!,Commerciale,media
940,ORDINE,"NON É ACCETTABILE CHE NN RIESCO A FARE L'ORDINE ONLINE, IL SITO DA ERRORE PRETENDO UNA RISPOSTA OGGI!",Commerciale,media
941,virus?,pc fa rumori strani,Tecnico,media
942,problema,internet non funziona,Tecnico,media
943,documento,devo scaricare cud ma sito non funziona,Amministrazione,media
944,malattia,per l'ennesima volta: lettera di referenze Non e' possibile andare avanti così,Amministrazione,media
945,730,la busta paga è sbagliata e volevo anche dire che ho già provato di tutto ma non funziona niente sono fermo,Amministrazione,alta
946,re: re:,monitor non si accende presentazione tra poco,Tecnico,alta
947,LENTO,Basta! il pc non funziona e non riesco a mandare l'ordine né a timbrare le ferie Pretendo una risposta OGGI! DEADLINE DOMANI,Tecnico,alta
948,errore sistema,non vedo cartelle condivise,Tecnico,media
949,spedizione,il prodotto è difettoso e aggiungo che un mio collega ha lo stesso identico problema non posso lavorare,Commerciale,alta
950,non va,"Vi scrivo per il backup non parte Ringraziando anticipatamente, porgo cordiali saluti. aspetto risposta",Tecnico,media
951,problema,Per l'ennesima volta: voglio dare le dimissioni Pretendo una risposta OGGI! grazie,Amministrazione,media
952,da risolvere,il pc non si accende comunque sia vi chiedo di intervenire il prima possibile se potete curiosità,Tecnico,bassa
953,password,"Buongiorno, il computer si spegne da solo Distinti saluti. fatemi sapere",Tecnico,media
954,cliente,contratto fornitura!!,Commerciale,media
955,ASSISTENZA,Buongiorno informazioni prestito aziendale ciao solo per sapere,Amministrazione,bassa
956,computer,il computer si spegne da solo comunque sia vi chiedo di intervenire il prima possibile se potete pensavo ch forse,Tecnico,bassa
957,DA RISOLVERE,vorrei un preventivo boh è un'emergenza,Commerciale,alta
958,INFO,"Gentilissimi, sollecito pagamento In attesa di Vs. risposta, cordialmente. bloccato completamente",Commerciale,alta
959,straordinari,Vi scrivo per mi serve un certificato di lavoro Grazie per la collaborazione. urgentissimo,Amministrazione,alta
960,virus?,il gestionale fatture si blocca sempre quando apro le fatture perché come sapete è già da un po' che ho qsto problema e non so più cosa fare serve subito!!,Tecnico,alta
961,spedizione,Con la presente verifica credito Resto in attesa di un cortese riscontro. quando potete,Commerciale,media
962,problema,voglio annullare l'ordine e aggiungo che un mio collega ha lo stesso identico problema magari un giorno,Commerciale,bassa
963,bloccato,tastiera rotta serve subito,Tecnico,alta
964,permesso,ASSEGNI FAMILIARI CIAO QUANDO POTETE,Amministrazione,media
965,bloccato,lo schermo sfarfalla ok?,Tecnico,alta
966,urgente,Ehi la webcam non funziona grazie!,Tecnico,media
967,cedolino,"Buongiorno, la mail per le note spese non parte, come faccio Resto in attesa di un cortese riscontro. bloccato completamente",Amministrazione,alta
968,aiuto,schermo sfarfalla,Tecnico,media
969,problema,password non funziona più curiosità!!,Tecnico,bassa
970,bloccato,"non mi arrivano le mail praticamente dei cliemti, controllate ...non ricordo bene",Tecnico,media
971,errore,Ehi non riessco a stampare thx URGENTE,Tecnico,alta
972,reso,"Con la presente non riesco a fare l'ordine online, il sito da errore Grazie per la collaborazione.",Commerciale,bassa
973,stampa,Ehi non ho più spazio sul disco ok? qando potete,Tecnico,media
974,ufficio personale,i contributi sono sbagliati thx era solo un'idea,Amministrazione,bassa
975,documento,devo comunicare  insomma  la malattia ...non ricordo bene grazie,Amministrazione,media
976,ufficio personale,fattura del fornitore non quadra mie note spese,Amministrazione,media
977,rete,BASTA! NN MI FA ENRTARE NEL SISTEMA NON E' POSSIBILE ANDARE AVANTI COSÌ! ASPETTO RISPOSTA,Tecnico,media
978,smart working,aiuto con il 730 pk come sapete è già da un po' che ho qsto problema e non so più cosa fare devo partire,Amministrazione,alta
979,problema pc,la stampante  più o meno  non stampa o qualcosa del genere curiosità,Tecnico,bassa
980,Re: Re:,word non diciamo ch salva i file o qualcosa del genere,Tecnico,media
981,730,Non è accettabile che devo comunicare la malattia Non è possibile andare avanti così! quando potete,Amministrazione,media
982,rimborso,nota spese  nel senso  da approvare (o forse era un'altra cosa?) quando potete,Amministrazione,bassa
983,mail,internet non funziona (o forse era un'altra cosa?),Tecnico,bassa
984,schermo nero,"Spett.le ufficio, nn riesco a stampare Grazie per la collaborazione.",Tecnico,alta
985,documento,devo comunicare la malattia,Amministrazione,bassa
986,internet,mouse non risponde non so se si può,Tecnico,bassa
987,non va,Vi scrivo per non mi fa entrare nel sistema Distinti saluti. era solo un'idea,Tecnico,bassa
988,mail,non ho più spazio sul disco devo risolvere oggi,Tecnico,alta
989,stampa,la webcam non funziona comunque sia vi chiedo di intervenire il prima possibile se potete il cliente aspetta,Tecnico,alta
990,non funziona,Buongiorno word non salva i file ciao,Tecnico,alta
991,vi prego,Per l'ennesima volta: la password non funziona più Inaccettabile!!!,Tecnico,bassa
992,errore sistema,Ma e possibilie che sn in smart working ma il vpn n va e devo fare le note spese e un ordine Pretendo una risposta OGGI!,Tecnico,alta
993,problema,"Spett.le ufficio, il cedolino ha un errore Grazie per la collaborazione. non c'è fretta",Amministrazione,bassa
994,UFFICIO PERSONALE,Non è accettabile che devo fare il rimborso spese Voglio parlare con un responsabile! se avete tempo,Amministrazione,bassa
995,disponibilità,"Con la presente posso avere uno sconto In attesa di Vs. risposta, cordialmente. il cliente aspetta",Commerciale,alta
996,non funziona,informazioni sul tfr,Amministrazione,media
997,rimborso,voglio dare dimissioni non posso lavorare,Amministrazione,alta
998,busta paga,ho bisogno di un permesso grazie,Amministrazione,media
999,documento,"la mail per le note spese non parte, come faccio comunque sia vi chiedo di intervenire il prima possibile se potete",Amministrazione,media
1000,computer,Basta! il pc fa rumori strani È la terza volta che lo segnalo!! È URGENTE,Tecnico,alta
